model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,cert_region
FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,13,19,15,3,no,FA
FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,14,20,16,4,no,FA
FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,7,13,19,15,3,no,FA
FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,14,20,16,4,no,CA
FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,7,13,19,15,3,no,CA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,pickup,7,13,20,16,4,no,CA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,pickup,7,13,20,16,4,no,CA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,pickup,7,13,19,15,3,no,CA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,pickup,7,13,19,15,3,no,CA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,pickup,6,13,20,16,4,no,FA
FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,pickup,6,13,19,15,3,no,FA
FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,13,17,14,2,no,FA
FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no,FA
FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,13,17,14,2,no,CA
FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no,CA
FORD F150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no,CA
FORD F150,4.2,(6 cyl),Man-5,2WD,Gasoline,pickup,6,14,20,16,4,no,CA
FORD F150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no,CA
FORD F150,4.6,(8 cyl),Auto-L4,4WD,Gasoline,pickup,6,13,17,14,2,no,CA
FORD F150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,pickup,3,14,19,16,4,no,FA
FORD F150,4.2,(6 cyl),Man-5,2WD,Gasoline,pickup,3,14,20,16,4,no,FA
FORD F150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,14,19,16,4,no,FA
FORD F150,4.6,(8 cyl),Auto-L4,4WD,Gasoline,pickup,3,13,17,14,2,no,FA
FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,13,17,14,2,no,FA
FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,3,13,17,14,2,no,FA
FORD F150 FFV,5.4,(8 cyl),Auto-L4,4WD,ethanol/gas,pickup,6/6,9/13,12/17,10/15,4/3,no,FC
FORD F150 FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,pickup,3/3,10/13,13/18,11/15,5/3,no,FA
FORD F150 FFV,5.4,(8 cyl),Auto-L4,4WD,ethanol/gas,pickup,3/3,9/13,12/17,10/15,4/3,no,FA
FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,no,FA
FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,no,FA
FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,no,CA
FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,no,CA
FORD F150 STX SE,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,14,19,15,3,no,FA
FORD F150 STX SE FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,pickup,3/3,10/14,14/19,12/15,6/3,no,FA
FORD F150 STX SE FFV,5.4,(8 cyl),Auto-L4,2WD,ethanol/gas,pickup,3/3,10/14,14/19,12/15,6/3,no,FA
FORD F150 Supercharged,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,12,15,13,1,no,FA
FORD F250,5.4,,,2WD,Gasoline,pickup,3,,,,,no,CA
FORD F250,5.4,,,4WD,Gasoline,pickup,3,,,,,no,CA
FORD F250,5.4,,,,Gasoline,special purpose,3,,,,,no,CA
FORD F250,5.4,,,2WD,Gasoline,pickup,2,,,,,no,FA
FORD F250,5.4,,,4WD,Gasoline,pickup,2,,,,,no,FA
FORD F250,5.4,,,,Gasoline,special purpose,2,,,,,no,FA
FORD F250,6.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
FORD F250,6.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
FORD F250,6.8,,,2WD,Gasoline,pickup,2,,,,,no,CA
FORD F250,6.8,,,4WD,Gasoline,pickup,2,,,,,no,CA
FORD F350,5.4,,,2WD,Gasoline,pickup,3,,,,,no,CA
FORD F350,5.4,,,4WD,Gasoline,pickup,3,,,,,no,CA
FORD F350,5.4,,,,Gasoline,special purpose,3,,,,,no,CA
FORD F350,5.4,,,,Gasoline,special purpose,3,,,,,no,CA
FORD F350,5.4,,,2WD,Gasoline,pickup,2,,,,,no,FA
FORD F350,5.4,,,4WD,Gasoline,pickup,2,,,,,no,FA
FORD F350,5.4,,,,Gasoline,special purpose,2,,,,,no,FA
FORD F350,5.4,,,,Gasoline,special purpose,2,,,,,no,FA
FORD F350,5.4,,,2WD,Gasoline,pickup,2,,,,,no,CA
FORD F350,5.4,,,4WD,Gasoline,pickup,2,,,,,no,CA
FORD F350,5.4,,,,Gasoline,special purpose,2,,,,,no,CA
FORD F350,6.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
FORD F350,6.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
FORD F350,6.8,,,2WD,Gasoline,pickup,2,,,,,no,CA
FORD F350,6.8,,,4WD,Gasoline,pickup,2,,,,,no,CA
FORD F350,5.4,,,2WD,Gasoline,pickup,1,,,,,no,FA
FORD F350,5.4,,,4WD,Gasoline,pickup,1,,,,,no,FA
FORD F350,5.4,,,,Gasoline,special purpose,1,,,,,no,FA
FORD F350,6.8,,,2WD,Gasoline,pickup,1,,,,,no,FA
FORD F350,6.8,,,4WD,Gasoline,pickup,1,,,,,no,FA
FORD F350,6.8,,,2WD,Gasoline,pickup,1,,,,,no,CA
FORD F350,6.8,,,4WD,Gasoline,pickup,1,,,,,no,CA
FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,small car,9.5,24,33,28,8,yes,CA
FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,24,35,28,8,yes,CA
FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,small car,8,24,33,28,8,yes,FA
FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,8,24,35,28,8,yes,FA
FORD Focus,2.0,(4 cyl),Auto-L4,2WD,Gasoline,small car,7,24,33,28,8,yes,FC
FORD Focus,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,7,24,35,28,8,yes,FC
FORD Fusion,2.3,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,9.5,20,28,23,7,yes,CA
FORD Fusion,3.0,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,7,17,25,20,6,yes,CA
FORD Fusion,3.0,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,7,18,26,21,6,yes,CA
FORD Fusion,2.3,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,6,20,28,23,7,yes,FA
FORD Fusion,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,20,29,23,7,yes,FA
FORD Fusion,3.0,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,6,17,25,20,6,no,FA
FORD Fusion,3.0,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,6,18,26,21,6,no,FA
FORD Mustang,4.0,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,16,24,19,5,no,CA
FORD Mustang,4.0,(6 cyl),Man-5,2WD,Gasoline,small car,7,17,26,20,6,yes,CA
FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,small car,7,15,22,18,5,no,CA
FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,7,15,23,18,5,no,CA
FORD Mustang,4.0,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,16,24,19,5,no,FA
FORD Mustang,4.0,(6 cyl),Man-5,2WD,Gasoline,small car,6,17,26,20,6,no,FA
FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,small car,6,15,22,18,5,no,FA
FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,6,15,23,18,5,no,FA
FORD Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,small car,6,15,22,18,5,no,CA
FORD Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,6,15,23,18,5,no,CA
FORD Mustang,5.4,(8 cyl),Man-6,2WD,Gasoline,small car,6,14,20,16,4,no,FA
FORD Mustang,5.4,(8 cyl),Man-6,2WD,Gasoline,small car,6,14,20,16,4,no,CA
FORD Ranger,2.3,(4 cyl),Auto-L5,2WD,Gasoline,pickup,7,19,24,21,6,yes,CA
FORD Ranger,2.3,(4 cyl),Man-5,2WD,Gasoline,pickup,7,21,26,23,7,yes,CA
FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,no,CA
FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,7,16,22,18,5,no,CA
FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,no,CA
FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,7,16,22,18,5,no,CA
FORD Ranger,3.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,7,14,19,16,4,no,CA
FORD Ranger,3.0,(6 cyl),Man-5,4WD,Gasoline,pickup,7,15,20,17,4,no,CA
FORD Ranger,2.3,(4 cyl),Auto-L5,2WD,Gasoline,pickup,6,19,24,21,6,no,FA
FORD Ranger,2.3,(4 cyl),Man-5,2WD,Gasoline,pickup,6,21,26,23,7,yes,FA
FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,16,22,18,5,no,FA
FORD Ranger,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
FORD Ranger,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,16,22,18,5,no,FA
FORD Ranger,3.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,19,16,4,no,FA
FORD Ranger,3.0,(6 cyl),Man-5,4WD,Gasoline,pickup,6,15,20,17,4,no,FA
FORD Ranger,4.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
FORD Ranger,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
FORD Ranger,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,no,FA
FORD Ranger,4.0,(6 cyl),Man-5,4WD,Gasoline,pickup,6,15,19,16,4,no,FA
FORD Ranger,4.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,15,20,17,4,no,CA
FORD Ranger,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,CA
FORD Ranger,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,no,CA
FORD Ranger,4.0,(6 cyl),Man-5,4WD,Gasoline,pickup,6,15,19,16,4,no,CA
FORD Taurus,3.5,(6 cyl),Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,no,CA
FORD Taurus,3.5,(6 cyl),Auto-L6,2WD,Gasoline,large car,9.5,18,28,22,6,yes,CA
FORD Taurus,3.5,(6 cyl),Auto-L6,4WD,Gasoline,large car,6,17,24,19,5,no,FA
FORD Taurus,3.5,(6 cyl),Auto-L6,2WD,Gasoline,large car,6,18,28,22,6,no,FA
FORD Taurus X,3.5,(6 cyl),Auto-L6,2WD,Gasoline,SUV,9.5,16,24,19,5,no,CA
FORD Taurus X,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,9.5,15,22,18,5,no,CA
FORD Taurus X,3.5,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
FORD Taurus X,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,no,FA
FREIGHTLINER 2500,3.5,,,,Gasoline,van,3,,,,,no,FA
FREIGHTLINER 2500,3.5,,,,Gasoline,van,3,,,,,no,FA
FREIGHTLINER 2500,3.5,,,,Gasoline,van,3,,,,,no,CA
FREIGHTLINER 2500,3.5,,,,Gasoline,van,3,,,,,no,CA
FREIGHTLINER 3500,3.5,,,,Gasoline,special purpose,1,,,,,no,FA
FREIGHTLINER 3500,3.5,,,,Gasoline,special purpose,1,,,,,no,CA
GMC Acadia,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
GMC Acadia,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
GMC Acadia,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,CA
GMC Acadia,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
GMC Canyon,2.9,(4 cyl),Man-5,2WD,Gasoline,pickup,7,18,24,20,6,yes,FC
GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,7,18,24,20,6,yes,FC
GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,7,18,24,20,6,yes,FC
GMC Canyon,2.9,(4 cyl),Man-5,4WD,Gasoline,pickup,7,16,22,18,5,no,FC
GMC Canyon,2.9,(4 cyl),Auto-L4,4WD,Gasoline,pickup,7,17,22,19,5,no,FC
GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,pickup,7,16,22,18,5,no,FC
GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,7,15,20,17,4,no,FC
GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,7,15,21,17,4,no,FC
GMC Canyon,2.9,(4 cyl),Man-5,2WD,Gasoline,pickup,6,18,24,20,6,no,FA
GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,6,18,24,20,6,no,FA
GMC Canyon,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,6,18,24,20,6,no,FA
GMC Canyon,2.9,(4 cyl),Man-5,4WD,Gasoline,pickup,6,16,22,18,5,no,FA
GMC Canyon,2.9,(4 cyl),Auto-L4,4WD,Gasoline,pickup,6,17,22,19,5,no,FA
GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,pickup,6,14,18,15,3,no,FA
GMC Canyon,3.7,(5 cyl),Auto-L4,2WD,Gasoline,pickup,6,16,22,18,5,no,FA
GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,6,15,20,17,4,no,FA
GMC Canyon,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,6,15,21,17,4,no,FA
GMC Envoy,4.2,(6 cyl),Auto-L4,2WD,Gasoline,SUV,7,14,20,16,4,no,FC
GMC Envoy,4.2,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,14,20,16,4,no,FC
GMC Envoy,4.2,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,14,20,16,4,no,FA
GMC Envoy,4.2,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
GMC Envoy,5.3,(8 cyl),Auto-L4,2WD,Gasoline,SUV,6,14,20,17,4,no,CA
GMC Envoy,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,no,CA
GMC Envoy,5.3,(8 cyl),Auto-L4,2WD,Gasoline,SUV,3,14,20,17,4,no,FA
GMC Envoy,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,3,13,19,16,4,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,van,6/6,9/12,12/16,10/14,4/2,no,FC
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,van,6/6,9/12,12/16,10/14,4/2,no,FC
GMC Savana 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no,FA
GMC Savana 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,van,6/6,10/13,12/17,11/15,5/3,no,FC
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,van,6/6,9/12,12/16,10/14,4/2,no,FC
GMC Savana 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no,FA
GMC Savana 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no,CA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no,FA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no,FA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,FA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no,CA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no,CA
GMC Savana 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no,CA
GMC Savana 3500,6.0,,,,Gasoline,van,3,,,,,no,FC
GMC Savana 3500,6.0,,,,Gasoline,van,3,,,,,no,FC
GMC Savana 3500,6.2,,,,Gasoline,van,3,,,,,no,FC
GMC Savana 3500,6.2,,,,Gasoline,van,3,,,,,no,FC
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,CA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,CA
GMC Savana 3500,4.8,,,,Gasoline,van,2,,,,,no,CA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,FA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,CA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,CA
GMC Savana 3500,6.0,,,,Gasoline,van,2,,,,,no,CA
GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,pickup,7/7,11/15,15/20,13/17,6/4,no,FC
GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,pickup,7/7,11/14,14/19,12/16,6/4,no,FC
GMC Sierra 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,14,19,16,4,no,FC
GMC Sierra 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,14,18,16,4,no,FC
GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,15,20,17,4,no,FC
GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,14,19,16,4,no,FC
GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,13,18,15,3,no,FC
GMC Sierra 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no,FC
GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,pickup,6/6,11/15,15/20,13/17,6/4,no,FC
GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,pickup,6/6,11/14,14/19,12/16,6/4,no,FC
GMC Sierra 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
GMC Sierra 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,no,FA
GMC Sierra 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,no,CA
GMC Sierra 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,no,CA
GMC Sierra 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no,FA
GMC Sierra 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,pickup,6,14,18,16,4,no,FA
GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,pickup,6,13,18,15,3,no,FA
GMC Sierra 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,pickup,6,13,17,14,2,no,FA
GMC Sierra 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,pickup,6,13,18,15,3,no,CA
GMC Sierra 15,6.2,(8 cyl),Auto-L6,2WD,Gasoline,pickup,6,12,19,15,3,no,FA
GMC Sierra 15,6.2,(8 cyl),Auto-L6,4WD,Gasoline,pickup,6,12,18,14,2,no,FA
GMC Sierra 15,6.2,(8 cyl),Auto-L6,2WD,Gasoline,pickup,6,12,19,15,3,no,CA
GMC Sierra 15,6.2,(8 cyl),Auto-L6,4WD,Gasoline,pickup,6,12,18,14,2,no,CA
GMC Sierra 15,5.3,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,15,20,17,4,no,FA
GMC Sierra 15,5.3,(8 cyl),Auto-L4,4WD,Gasoline,pickup,3,14,19,16,4,no,FA
GMC Sierra 25,4.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,4.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,4.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,4.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,4.8,,,2WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 25,4.8,,,4WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 25,6.0,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,6.0,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,6.0,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,6.0,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 25,6.0,,,2WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 25,6.0,,,4WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 35,4.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,4.8,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,4.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,4.8,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,4.8,,,2WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 35,4.8,,,4WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 35,6.0,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,6.0,,,2WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,6.0,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,6.0,,,4WD,Gasoline,pickup,2,,,,,no,FA
GMC Sierra 35,6.0,,,2WD,Gasoline,pickup,2,,,,,no,CA
GMC Sierra 35,6.0,,,4WD,Gasoline,pickup,2,,,,,no,CA
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,SUV,7/7,11/14,15/20,12/16,6/4,no,FC
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,SUV,7/7,11/14,14/19,12/16,6/4,no,FC
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,SUV,7,14,20,16,4,no,FC
GMC Yukon 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,SUV,7,12,17,14,2,no,FC
GMC Yukon 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,SUV,7,12,17,14,2,no,FC
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,SUV,6/6,11/14,15/20,12/16,6/4,no,FC
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,SUV,6/6,11/14,14/19,12/16,6/4,no,FC
GMC Yukon 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,SUV,6,14,19,16,4,no,FA
GMC Yukon 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,SUV,6,12,17,14,2,no,FA
GMC Yukon 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,SUV,6,12,17,14,2,no,FA
GMC Yukon 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,SUV,6,12,17,14,2,no,CA
GMC Yukon 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,no,FA
GMC Yukon 1500,6.2,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
GMC Yukon 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,no,CA
GMC Yukon 1500,6.2,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,12,18,14,2,no,CA
GMC Yukon 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,SUV,3,14,20,16,4,no,FA
